,premise,hypothesis,label
3195,યુએઈમાં કોલની જાણ સીઆઈએ દ્વારા 16 મેના રોજ કરવામાં આવી હતી.,કોઈપણ એજન્સીઓએ ક્યારેય યુએઈને કોલની જાણ કરી નથી.,2
3196,યુએઈમાં કોલની જાણ સીઆઈએ દ્વારા 16 મેના રોજ કરવામાં આવી હતી.,અન્ય એજન્સીઓએ 17 મેના રોજ યુએઈને કોલની જાણ કરી હતી.,1
3197,યુએઈમાં કોલની જાણ સીઆઈએ દ્વારા 16 મેના રોજ કરવામાં આવી હતી.,CIAએ 16 મેના રોજ UAEને કોલની જાણ કરી હતી.,0
3198,નાણાકીય બજારો ફરી ખુલ્યાના બીજા દિવસે આ નિવેદન જારી કરવામાં આવ્યું હતું.,નાણાકીય બજારો સતત કામ કરે છે અને ક્યારેય બંધ થતા નથી.,2
3199,નાણાકીય બજારો ફરી ખુલ્યાના બીજા દિવસે આ નિવેદન જારી કરવામાં આવ્યું હતું.,નાણાકીય બજારો ઓછામાં ઓછા એક દિવસ માટે બંધ રહ્યા હતા.,0
3200,નાણાકીય બજારો ફરી ખુલ્યાના બીજા દિવસે આ નિવેદન જારી કરવામાં આવ્યું હતું.,બજારો બંધ હતા કારણ કે ત્યાં વ્યાપક પ્રવાહિતાની ચિંતા હતી.,1
3201,"બંદર અલ હાઝમીએ જાન્યુઆરી 2000માં છેલ્લી વખત યુનાઇટેડ સ્ટેટ્સ છોડતા પહેલા, સાઉદી અરેબિયાની ઘરે-ઘરે તૂટક તૂટક પ્રવાસ સાથે એરિઝોના એવિએશનમાં તેમની તાલીમ ચાલુ રાખી.",બંદર અલ હાઝમી 18 વખત અમેરિકા આવ્યો હતો.,1
3202,"બંદર અલ હાઝમીએ જાન્યુઆરી 2000માં છેલ્લી વખત યુનાઇટેડ સ્ટેટ્સ છોડતા પહેલા, સાઉદી અરેબિયાની ઘરે-ઘરે તૂટક તૂટક પ્રવાસ સાથે એરિઝોના એવિએશનમાં તેમની તાલીમ ચાલુ રાખી.",બંદર અલ હાઝમી 2000માં અમેરિકા આવ્યો હતો.,0
3203,"બંદર અલ હાઝમીએ જાન્યુઆરી 2000માં છેલ્લી વખત યુનાઇટેડ સ્ટેટ્સ છોડતા પહેલા, સાઉદી અરેબિયાની ઘરે-ઘરે તૂટક તૂટક પ્રવાસ સાથે એરિઝોના એવિએશનમાં તેમની તાલીમ ચાલુ રાખી.",બંદર અલ હાઝમીએ ક્યારેય યુએસનો પ્રવાસ કર્યો નથી.,2
3204,"જરૂરિયાત-થી-જાણવાથી શેર કરવાની જરૂરિયાત તરફ જવાની આવશ્યકતા માટે, જેમ્સ સ્ટેનબર્ગની જુબાની, ઑક્ટો. 14, 2003 જુઓ.",જેમ્સ સ્ટેનબર્ગે જુબાની આપી કે વધુ વહેંચણીની જરૂર છે.,0
3205,"જરૂરિયાત-થી-જાણવાથી શેર કરવાની જરૂરિયાત તરફ જવાની આવશ્યકતા માટે, જેમ્સ સ્ટેનબર્ગની જુબાની, ઑક્ટો. 14, 2003 જુઓ.",જેમ્સ સ્ટેનબર્ગ મક્કમ હતા કે ડેટા શેર કરવાનું કોઈપણ કિંમતે ટાળવું જોઈએ.,2
3206,"જરૂરિયાત-થી-જાણવાથી શેર કરવાની જરૂરિયાત તરફ જવાની આવશ્યકતા માટે, જેમ્સ સ્ટેનબર્ગની જુબાની, ઑક્ટો. 14, 2003 જુઓ.",પ્રાથમિક કારણ કે જે માહિતી અગાઉ જાણવાની જરૂર હતી તે ઠગ વિશ્લેષકો દ્વારા રહસ્યો લીક કરવાની ધમકી હતી.,1
3207,ઓન-ડ્યુટી લેડર કંપનીઓમાં કેપ્ટન અથવા લેફ્ટનન્ટ અને પાંચ અગ્નિશામકોનો સમાવેશ થતો હતો,અન્ય શહેરોની લેડર કંપનીઓમાં ઘણીવાર 8 જેટલા સભ્યો હોય છે.,1
3208,ઓન-ડ્યુટી લેડર કંપનીઓમાં કેપ્ટન અથવા લેફ્ટનન્ટ અને પાંચ અગ્નિશામકોનો સમાવેશ થતો હતો,સીડી કંપનીઓ હંમેશા કેપ્ટન દ્વારા આદેશ આપવામાં આવે છે.,2
3209,ઓન-ડ્યુટી લેડર કંપનીઓમાં કેપ્ટન અથવા લેફ્ટનન્ટ અને પાંચ અગ્નિશામકોનો સમાવેશ થતો હતો,દરેક સીડી કંપનીમાં સામાન્ય રીતે છ લોકોને સોંપવામાં આવ્યા હતા.,0
3210,"આ શ્રેણીમાં ઓપરેશન અનંત ઉકેલ, અફઘાનિસ્તાનમાં અલ કાયદાના લક્ષ્યો પર વિવિધ સૂચિત ફોલો-ઓન સ્ટ્રાઇક્સનો પણ સમાવેશ થાય છે.",આમાંની એક યોજનામાં સાત અલગ-અલગ શંકાસ્પદ સલામત ઘરોમાં બોમ્બ વિસ્ફોટનો સમાવેશ થાય છે.,1
3211,"આ શ્રેણીમાં ઓપરેશન અનંત ઉકેલ, અફઘાનિસ્તાનમાં અલ કાયદાના લક્ષ્યો પર વિવિધ સૂચિત ફોલો-ઓન સ્ટ્રાઇક્સનો પણ સમાવેશ થાય છે.",અફઘાનિસ્તાનમાં લક્ષ્યોને અનુસરવાની કોઈ યોજના ઉપલબ્ધ ન હતી.,2
3212,"આ શ્રેણીમાં ઓપરેશન અનંત ઉકેલ, અફઘાનિસ્તાનમાં અલ કાયદાના લક્ષ્યો પર વિવિધ સૂચિત ફોલો-ઓન સ્ટ્રાઇક્સનો પણ સમાવેશ થાય છે.",અલ કાયદા સામે ફોલો-ઓન સ્ટ્રાઈક માટે ઘણી યોજનાઓ તૈયાર કરવામાં આવી હતી.,0
3213,"1998 માં, ક્લાર્કે ઉકેલની અયોગ્યતાને પ્રકાશિત કરવા માટે રચાયેલ કવાયતની અધ્યક્ષતા કરી.",ક્લાર્ક ઇચ્છતા હતા કે લોકોને ખ્યાલ આવે કે ઉકેલ કામ કરી રહ્યો નથી.,0
3214,"1998 માં, ક્લાર્કે ઉકેલની અયોગ્યતાને પ્રકાશિત કરવા માટે રચાયેલ કવાયતની અધ્યક્ષતા કરી.",ક્લાર્ક લોકોને બતાવવા માંગતો હતો કે ઇમિગ્રેશન પોલિસી નિષ્ફળ રહી છે.,1
3215,"1998 માં, ક્લાર્કે ઉકેલની અયોગ્યતાને પ્રકાશિત કરવા માટે રચાયેલ કવાયતની અધ્યક્ષતા કરી.",ક્લાર્કને ખાતરી હતી કે બધું બરાબર કામ કરી રહ્યું છે.,2
3216,TSA માં 3 બિલિયન વાર્ષિક રોકાણ ઉડ્ડયન માટે જાય છે - છેલ્લું યુદ્ધ લડવા માટે.,TSA અફઘાનિસ્તાનમાં આતંક સામેની લડાઈ લડવા માટે ઉડ્ડયન કાર્ય માટે ભંડોળ પૂરું પાડે છે.,1
3217,TSA માં 3 બિલિયન વાર્ષિક રોકાણ ઉડ્ડયન માટે જાય છે - છેલ્લું યુદ્ધ લડવા માટે.,TSA યુદ્ધમાં ઉડ્ડયન કાર્ય માટે ભંડોળ પૂરું પાડે છે.,0
3218,TSA માં 3 બિલિયન વાર્ષિક રોકાણ ઉડ્ડયન માટે જાય છે - છેલ્લું યુદ્ધ લડવા માટે.,TSA ને ઉડ્ડયન સાથે કોઈ લેવાદેવા નથી અને માત્ર ટ્રેનો પર ધ્યાન કેન્દ્રિત કરે છે.,2
3219,જનરલ એકાઉન્ટિંગ ઑફિસે બંદૂકની વાર્તામાં જોયું અને તેને સમર્થન આપવામાં અસમર્થ હતું.,અન્ય વિભાગો પણ બંદૂકની વાર્તાની પુષ્ટિ કરવામાં અસમર્થ હતા.,1
3220,જનરલ એકાઉન્ટિંગ ઑફિસે બંદૂકની વાર્તામાં જોયું અને તેને સમર્થન આપવામાં અસમર્થ હતું.,જનરલ એકાઉન્ટિંગ ઓફિસે પુષ્ટિ કરી કે બંદૂકની વાર્તા 100% સાચી હતી.,2
3221,જનરલ એકાઉન્ટિંગ ઑફિસે બંદૂકની વાર્તામાં જોયું અને તેને સમર્થન આપવામાં અસમર્થ હતું.,જનરલ એકાઉન્ટિંગ ઓફિસ બંદૂકની વાર્તાની પુષ્ટિ કરવામાં અસમર્થ હતી.,0
3222,એજન્સીઓએ સફળતા માપવા માટે સક્ષમ હોવું જરૂરી છે.,એજન્સીઓ સફળતાની ગણતરી કરી શકે છે.,0
3223,એજન્સીઓએ સફળતા માપવા માટે સક્ષમ હોવું જરૂરી છે.,એજન્સીઓ કહી શકે છે કે તેઓ કેટલા નાણાં એકત્ર કરે છે તેના આધારે તેઓ સફળ થાય છે કે નહીં.,1
3224,એજન્સીઓએ સફળતા માપવા માટે સક્ષમ હોવું જરૂરી છે.,એજન્સીઓ ખરેખર ક્યારેય જાણી શકતી નથી કે તેઓ સફળ છે કે નહીં.,2
3225,"શિબિર બંધ થવાની હતી તે સાંભળીને, તે અને અન્ય લોકો કંદહાર નજીક અલ ફારુક કેમ્પમાં ગયા, જ્યાં તેઓએ વધુ તાલીમ મેળવી.","કંદહાર નજીક 10,000 લોકોને તાલીમ આપવામાં આવી હતી.",1
3226,"શિબિર બંધ થવાની હતી તે સાંભળીને, તે અને અન્ય લોકો કંદહાર નજીક અલ ફારુક કેમ્પમાં ગયા, જ્યાં તેઓએ વધુ તાલીમ મેળવી.",કંદહાર પાસે કેટલાક લોકોને તાલીમ આપવામાં આવી હતી.,0
3227,"શિબિર બંધ થવાની હતી તે સાંભળીને, તે અને અન્ય લોકો કંદહાર નજીક અલ ફારુક કેમ્પમાં ગયા, જ્યાં તેઓએ વધુ તાલીમ મેળવી.",કંદહારની નજીક ક્યાંય પણ કેમ્પ ન હતા.,2
3228,અસંખ્ય અધિકારીઓએ ઘાયલ નાગરિકોને મદદ કરવા અને જેઓ ચાલી શકે છે તેમને તાત્કાલિક વિસ્તાર ખાલી કરવા વિનંતી કરવા માટે પ્રતિભાવ આપ્યો.,"કુલ, 27 અધિકારીઓએ આ ઘટનાનો જવાબ આપ્યો.",1
3229,અસંખ્ય અધિકારીઓએ ઘાયલ નાગરિકોને મદદ કરવા અને જેઓ ચાલી શકે છે તેમને તાત્કાલિક વિસ્તાર ખાલી કરવા વિનંતી કરવા માટે પ્રતિભાવ આપ્યો.,અધિકારીઓએ વિસ્તારને ઘેરી લીધો હતો અને કોઈને અંદર કે બહાર જવા દેવાની ના પાડી હતી.,2
3230,અસંખ્ય અધિકારીઓએ ઘાયલ નાગરિકોને મદદ કરવા અને જેઓ ચાલી શકે છે તેમને તાત્કાલિક વિસ્તાર ખાલી કરવા વિનંતી કરવા માટે પ્રતિભાવ આપ્યો.,અધિકારીઓએ આ વિસ્તારમાંથી બને તેટલા લોકોને દૂર કરવાનો પ્રયાસ કર્યો.,0
3231,"નિખાલસતાને પ્રોત્સાહન આપવા અને ગોપનીયતાના રક્ષણના હિતમાં, અમે ઇન્ટરવ્યુ લીધેલ મોટાભાગની વ્યક્તિઓને ઓળખવા માટે અમે સંમત થયા છીએ.",દરેક ઇન્ટરવ્યુ વિષય માટે સંપૂર્ણ જીવનચરિત્ર માહિતી વિનંતી પર ઉપલબ્ધ કરાવવામાં આવશે.,2
3232,"નિખાલસતાને પ્રોત્સાહન આપવા અને ગોપનીયતાના રક્ષણના હિતમાં, અમે ઇન્ટરવ્યુ લીધેલ મોટાભાગની વ્યક્તિઓને ઓળખવા માટે અમે સંમત થયા છીએ.",ઇન્ટરવ્યુના મોટાભાગના વિષયોના નામ પ્રકાશિત કરવામાં આવશે નહીં.,0
3233,"નિખાલસતાને પ્રોત્સાહન આપવા અને ગોપનીયતાના રક્ષણના હિતમાં, અમે ઇન્ટરવ્યુ લીધેલ મોટાભાગની વ્યક્તિઓને ઓળખવા માટે અમે સંમત થયા છીએ.",અમે આ અહેવાલ માટે કુલ પંદર વિષયોના ઇન્ટરવ્યુ લીધા.,1
3234,કલ્પના એ સામાન્ય રીતે અમલદારશાહી સાથે સંકળાયેલી ભેટ નથી.,તમામ નોકરિયાતો અત્યંત કલ્પનાશીલ છે.,2
3235,કલ્પના એ સામાન્ય રીતે અમલદારશાહી સાથે સંકળાયેલી ભેટ નથી.,નોકરિયાતો સામાન્ય રીતે કલ્પનાશીલ હોવાનું માનવામાં આવતું નથી.,0
3236,કલ્પના એ સામાન્ય રીતે અમલદારશાહી સાથે સંકળાયેલી ભેટ નથી.,કેટલીક નોકરિયાતો થોડી કલ્પનાશીલ હોઈ શકે છે.,1
3237,પાકિસ્તાન અને સાઉદી અરેબિયા જેવા દેશો સાથે પહેલાથી જ ભીડવાળા એજન્ડામાં અલ કાયદા અને આતંકવાદ એ એક વધુ પ્રાથમિકતા હતી.,અલકાયદાને પ્રાયોરિટી લિસ્ટમાં ટોપમાં સામેલ કરવામાં આવી હતી.,1
3238,પાકિસ્તાન અને સાઉદી અરેબિયા જેવા દેશો સાથે પહેલાથી જ ભીડવાળા એજન્ડામાં અલ કાયદા અને આતંકવાદ એ એક વધુ પ્રાથમિકતા હતી.,પાકિસ્તાન અને સાઉદી અરેબિયા સાથેના એજન્ડામાં એકમાત્ર વસ્તુ અલ કાયદા હતી.,2
3239,પાકિસ્તાન અને સાઉદી અરેબિયા જેવા દેશો સાથે પહેલાથી જ ભીડવાળા એજન્ડામાં અલ કાયદા અને આતંકવાદ એ એક વધુ પ્રાથમિકતા હતી.,અલકાયદા અને આતંકવાદ ઉપરાંત ઘણી પ્રાથમિકતાઓ હતી.,0
3240,પેરિસમાં એફબીઆઈના કાનૂની જોડાણની ઓફિસે મિનેપોલિસ કેસ એજન્ટ સાથે ટેલિફોન પર વાત કર્યા પછી તરત જ 16 અથવા 17 ઓગસ્ટના રોજ ફ્રેન્ચ સરકારનો પ્રથમ સંપર્ક કર્યો.,એફબીઆઈની પેરિસમાં ઓફિસ છે.,0
3241,પેરિસમાં એફબીઆઈના કાનૂની જોડાણની ઓફિસે મિનેપોલિસ કેસ એજન્ટ સાથે ટેલિફોન પર વાત કર્યા પછી તરત જ 16 અથવા 17 ઓગસ્ટના રોજ ફ્રેન્ચ સરકારનો પ્રથમ સંપર્ક કર્યો.,FBI ને ફ્રાન્સમાં કામ કરવાની મંજૂરી નથી.,2
3242,પેરિસમાં એફબીઆઈના કાનૂની જોડાણની ઓફિસે મિનેપોલિસ કેસ એજન્ટ સાથે ટેલિફોન પર વાત કર્યા પછી તરત જ 16 અથવા 17 ઓગસ્ટના રોજ ફ્રેન્ચ સરકારનો પ્રથમ સંપર્ક કર્યો.,એફબીઆઈએ 1925માં પેરિસમાં ઓફિસ ખોલી.,1
3243,"એટર્ની ઑફિસ અથવા ન્યાયાધીશે ઇનકાર કર્યો, FISA કોર્ટ FISA વોરંટ માટેની અરજીને એ આધાર પર નકારી શકે છે કે એજન્ટો ફોજદારી પ્રક્રિયાને સમાપ્ત કરવાનો પ્રયાસ કરી રહ્યા હતા.",FISA કોર્ટ વોરંટ અરજીઓને નકારી શકે છે.,0
3244,"એટર્ની ઑફિસ અથવા ન્યાયાધીશે ઇનકાર કર્યો, FISA કોર્ટ FISA વોરંટ માટેની અરજીને એ આધાર પર નકારી શકે છે કે એજન્ટો ફોજદારી પ્રક્રિયાને સમાપ્ત કરવાનો પ્રયાસ કરી રહ્યા હતા.","FISA કોર્ટે તમામ વોરંટ અરજીઓ મંજૂર કરવી જોઈએ, પછી ભલે તે ગમે તે હોય.",2
3245,"એટર્ની ઑફિસ અથવા ન્યાયાધીશે ઇનકાર કર્યો, FISA કોર્ટ FISA વોરંટ માટેની અરજીને એ આધાર પર નકારી શકે છે કે એજન્ટો ફોજદારી પ્રક્રિયાને સમાપ્ત કરવાનો પ્રયાસ કરી રહ્યા હતા.",FISA કોર્ટ તેમને મળેલી લગભગ અડધા વોરંટ અરજીઓને નકારી કાઢે છે.,1
3246,"જેન, ડેવ અને એફબીઆઈ વિશ્લેષક કે જેઓ સીઆઈએના બિન લાદીન યુનિટની વિગતવાર માહિતી ધરાવતા હતા તેઓ 11 જૂનના રોજ કોલ કેસ અંગે એજન્ટો સાથે મુલાકાત કરવા ન્યુયોર્ક ગયા હતા.",એફબીઆઈ વિશ્લેષકે ક્યારેય આ કેસ વિશે વાત કરી ન હતી કારણ કે તે ખૂબ જ અસ્વસ્થ હતું.,2
3247,"જેન, ડેવ અને એફબીઆઈ વિશ્લેષક કે જેઓ સીઆઈએના બિન લાદીન યુનિટની વિગતવાર માહિતી ધરાવતા હતા તેઓ 11 જૂનના રોજ કોલ કેસ અંગે એજન્ટો સાથે મુલાકાત કરવા ન્યુયોર્ક ગયા હતા.",FBI વિશ્લેષકે સાત એજન્ટો સાથે કોલ કેસ વિશે વાત કરી.,1
3248,"જેન, ડેવ અને એફબીઆઈ વિશ્લેષક કે જેઓ સીઆઈએના બિન લાદીન યુનિટની વિગતવાર માહિતી ધરાવતા હતા તેઓ 11 જૂનના રોજ કોલ કેસ અંગે એજન્ટો સાથે મુલાકાત કરવા ન્યુયોર્ક ગયા હતા.",એફબીઆઈના વિશ્લેષક એજન્ટો સાથે વાત કરવા ન્યુયોર્ક ગયા હતા.,0
3249,"મે 1996ની શરૂઆતમાં, સીઆઈએને બાતમી મળી કે બિન લાદિન કદાચ સુદાન છોડી રહ્યો છે.",બિન લાદિને આ સમયે કોન્ફરન્સ માટે ગ્રીસના એક હોટેલ રિસોર્ટમાં રિઝર્વેશન કર્યું હતું.,1
3250,"મે 1996ની શરૂઆતમાં, સીઆઈએને બાતમી મળી કે બિન લાદિન કદાચ સુદાન છોડી રહ્યો છે.",સીઆઈએનું માનવું હતું કે બિન લાદિન મે મહિનાની શરૂઆતમાં સુદાન છોડી દેશે.,0
3251,"મે 1996ની શરૂઆતમાં, સીઆઈએને બાતમી મળી કે બિન લાદિન કદાચ સુદાન છોડી રહ્યો છે.",સીઆઈએને ખાતરી હતી કે બિન લાદિન ઘણા વર્ષો સુધી સુદાનમાં રહેશે.,2
3252,"જ્હોન અને ડેવ વચ્ચેના વિનિમયના રેકોર્ડ માટે, સીઆઈએ ઈમેઈલ જુઓ, ડેવ ટુ જ્હોન, મે 17, 18, 24, 2001; સીઆઈએ ઈમેઈલ, રિચાર્ડ ટુ એલન, ખલ્લાદની ઓળખ, 13 જુલાઈ, 2001.","ડેવે જ્હોનને 18 મે, 2001ના રોજ બરાબર એક ઈમેલ મોકલ્યો હતો.",1
3253,"જ્હોન અને ડેવ વચ્ચેના વિનિમયના રેકોર્ડ માટે, સીઆઈએ ઈમેઈલ જુઓ, ડેવ ટુ જ્હોન, મે 17, 18, 24, 2001; સીઆઈએ ઈમેઈલ, રિચાર્ડ ટુ એલન, ખલ્લાદની ઓળખ, 13 જુલાઈ, 2001.","ડેવએ 17 મે, 2001ના રોજ જ્હોનને ઈમેલ મોકલ્યો હતો.",0
3254,"જ્હોન અને ડેવ વચ્ચેના વિનિમયના રેકોર્ડ માટે, સીઆઈએ ઈમેઈલ જુઓ, ડેવ ટુ જ્હોન, મે 17, 18, 24, 2001; સીઆઈએ ઈમેઈલ, રિચાર્ડ ટુ એલન, ખલ્લાદની ઓળખ, 13 જુલાઈ, 2001.","દવે આખા મે મહિનામાં વેકેશન પર હતો, તેથી કોઈ ઈમેલ મોકલ્યો ન હતો.",2
3255,પાકિસ્તાનમાં અંતિમ પ્રાપ્તકર્તા પછી પાકિસ્તાની હવાલાદાર પાસે જશે અને પાકિસ્તાની હવાલદાર પાસે જે પણ પૈસા હશે તેમાંથી તેના પૈસા રૂપિયામાં મેળવશે.,"પાકિસ્તાની હવાલદાર પ્રાપ્તકર્તાને 5,000 રૂપિયા આપશે.",1
3256,પાકિસ્તાનમાં અંતિમ પ્રાપ્તકર્તા પછી પાકિસ્તાની હવાલાદાર પાસે જશે અને પાકિસ્તાની હવાલદાર પાસે જે પણ પૈસા હશે તેમાંથી તેના પૈસા રૂપિયામાં મેળવશે.,અંતિમ પ્રાપ્તકર્તાને પાકિસ્તાની હવાલદાર દ્વારા ચૂકવણી કરવામાં આવશે.,0
3257,પાકિસ્તાનમાં અંતિમ પ્રાપ્તકર્તા પછી પાકિસ્તાની હવાલાદાર પાસે જશે અને પાકિસ્તાની હવાલદાર પાસે જે પણ પૈસા હશે તેમાંથી તેના પૈસા રૂપિયામાં મેળવશે.,અંતિમ પ્રાપ્તકર્તાએ તેના નાણાં મેળવવા માટે તુર્કીની મુસાફરી કરવાની જરૂર પડશે.,2
3258,"અસર પર, ઘણા માર્યા ગયા અથવા ગંભીર રીતે ઘાયલ થયા; અન્ય પ્રમાણમાં બિનહાનિકારક હતા.",અસરથી દરેકે એક અંગ ગુમાવ્યું.,2
3259,"અસર પર, ઘણા માર્યા ગયા અથવા ગંભીર રીતે ઘાયલ થયા; અન્ય પ્રમાણમાં બિનહાનિકારક હતા.",અસરથી ઘણા લોકોના મોત થયા હતા.,0
3260,"અસર પર, ઘણા માર્યા ગયા અથવા ગંભીર રીતે ઘાયલ થયા; અન્ય પ્રમાણમાં બિનહાનિકારક હતા.",અસરથી માત્ર 10 લોકોને જ નાની-મોટી ઈજાઓ થઈ હતી.,1
3261,અગ્નિના કેટલાક માળ અમારી પાસે રહેલા દળોની અગ્નિશામક ક્ષમતાની બહાર હશે.,"આખી ઇમારત આગની લપેટમાં આવી શકી હોત, અને અમે આગને ઓલવી શક્યા હોત.",2
3262,અગ્નિના કેટલાક માળ અમારી પાસે રહેલા દળોની અગ્નિશામક ક્ષમતાની બહાર હશે.,અમારી પાસે ફક્ત 2 અગ્નિશામક ઉપકરણો હતા.,1
3263,અગ્નિના કેટલાક માળ અમારી પાસે રહેલા દળોની અગ્નિશામક ક્ષમતાની બહાર હશે.,જો તે બહુવિધ માળ પર દેખાય તો અમે બહુવિધ આગ ઓલવવામાં અસમર્થ હોત.,0
3264,"તે બધાનો લાભ લઈને, આપણે આખું કામ કરવા માટે સિસ્ટમમાં કોઈ એક બિંદુ પર નિર્ભર રહેવાની જરૂર નથી.",જો આપણે તે બધાને બહાર કાઢીએ તો આપણે આખી કામગીરી પૂર્ણ કરી શકીશું.,0
3265,"તે બધાનો લાભ લઈને, આપણે આખું કામ કરવા માટે સિસ્ટમમાં કોઈ એક બિંદુ પર નિર્ભર રહેવાની જરૂર નથી.",અમને કેટલાક પાસાઓ પર ધાર મેળવવામાં મુશ્કેલી આવી શકે છે પરંતુ તે એકંદરે એટલું મુશ્કેલ ન હોવું જોઈએ.,1
3266,"તે બધાનો લાભ લઈને, આપણે આખું કામ કરવા માટે સિસ્ટમમાં કોઈ એક બિંદુ પર નિર્ભર રહેવાની જરૂર નથી.",આપણે સિસ્ટમના માત્ર એક ભાગ પર આધાર રાખવો જોઈએ.,2
3267,"અલ કાયદાને કેએસએમની સહાયતા પર, ઇન્ટેલિજન્સ રિપોર્ટ્સ, કેએસએમની પૂછપરછ, જુલાઇ 12, 2003 (બે અહેવાલો) જુઓ.",KSM પરના ઇન્ટેલિજન્સ રિપોર્ટ્સ 500 પાનાથી વધુ લાંબા છે.,1
3268,"અલ કાયદાને કેએસએમની સહાયતા પર, ઇન્ટેલિજન્સ રિપોર્ટ્સ, કેએસએમની પૂછપરછ, જુલાઇ 12, 2003 (બે અહેવાલો) જુઓ.",KSM વિશે માહિતી ધરાવતા કોઈ દસ્તાવેજો નથી.,2
3269,"અલ કાયદાને કેએસએમની સહાયતા પર, ઇન્ટેલિજન્સ રિપોર્ટ્સ, કેએસએમની પૂછપરછ, જુલાઇ 12, 2003 (બે અહેવાલો) જુઓ.","12 જુલાઈ, 2003 ના અહેવાલો છે કે જેમાં અલ કાયદાને કેએસએમની સહાયતાની વિગતો આપવામાં આવી છે.",0
3270,"વોશિંગ્ટન સેન્ટરના નિયંત્રકો ફ્લાઇટને શોધી રહ્યા હતા, પરંતુ તેમને પ્રાથમિક રડાર વળતર જોવા માટે કહેવામાં આવ્યું ન હતું.",નિયંત્રકોએ અગાઉ ફ્લાઈટ જોઈ હતી.,1
3271,"વોશિંગ્ટન સેન્ટરના નિયંત્રકો ફ્લાઇટને શોધી રહ્યા હતા, પરંતુ તેમને પ્રાથમિક રડાર વળતર જોવા માટે કહેવામાં આવ્યું ન હતું.",નિયંત્રકો પ્રાથમિક રડાર વળતર શોધી રહ્યા ન હતા.,0
3272,"વોશિંગ્ટન સેન્ટરના નિયંત્રકો ફ્લાઇટને શોધી રહ્યા હતા, પરંતુ તેમને પ્રાથમિક રડાર વળતર જોવા માટે કહેવામાં આવ્યું ન હતું.",કંટ્રોલર્સને કહેવામાં આવ્યું હતું કે પહેલા પ્રાથમિક રડાર રિટર્ન તપાસો.,2
3273,"કારણ કે આ નામો થાઈ અધિકારીઓ સાથે વોચલિસ્ટ કરવામાં આવ્યા હતા, અમે હજુ સુધી સમાચારની જાણ કરવામાં વિલંબને સમજાવી શકતા નથી.",થાઈ સત્તાવાળાઓએ નામોની વોચલિસ્ટ કરી હતી.,0
3274,"કારણ કે આ નામો થાઈ અધિકારીઓ સાથે વોચલિસ્ટ કરવામાં આવ્યા હતા, અમે હજુ સુધી સમાચારની જાણ કરવામાં વિલંબને સમજાવી શકતા નથી.",વિલંબિત અહેવાલો માટે એક સરળ સમજૂતી છે.,2
3275,"કારણ કે આ નામો થાઈ અધિકારીઓ સાથે વોચલિસ્ટ કરવામાં આવ્યા હતા, અમે હજુ સુધી સમાચારની જાણ કરવામાં વિલંબને સમજાવી શકતા નથી.",એવા સેંકડો નામો હતા જેને થાઈ સત્તાવાળાઓએ વોચલિસ્ટ કર્યા હતા.,1
3276,"બુશના વ્હાઇટ હાઉસ સ્ટાફના મુખ્ય આંકડા રાષ્ટ્રીય સુરક્ષા સલાહકાર કોન્ડોલીઝા રાઈસ હશે, જેઓ જ્યોર્જ એચડબ્લ્યુના વહીવટમાં NSC સ્ટાફના સભ્ય હતા.",કોન્ડોલીઝા રાઇસ બુશના સ્ટાફમાં પ્રમાણમાં અજાણી વ્યક્તિ હતી.,2
3277,"બુશના વ્હાઇટ હાઉસ સ્ટાફના મુખ્ય આંકડા રાષ્ટ્રીય સુરક્ષા સલાહકાર કોન્ડોલીઝા રાઈસ હશે, જેઓ જ્યોર્જ એચડબ્લ્યુના વહીવટમાં NSC સ્ટાફના સભ્ય હતા.",કોન્ડોલીઝા રાઇસ રાષ્ટ્રીય સુરક્ષા સલાહકાર તરીકેની તેમની નોકરીમાં અદ્ભુત હતી.,1
3278,"બુશના વ્હાઇટ હાઉસ સ્ટાફના મુખ્ય આંકડા રાષ્ટ્રીય સુરક્ષા સલાહકાર કોન્ડોલીઝા રાઈસ હશે, જેઓ જ્યોર્જ એચડબ્લ્યુના વહીવટમાં NSC સ્ટાફના સભ્ય હતા.",બુશના વહીવટ દરમિયાન કોન્ડોલીઝા રાઈસ રાષ્ટ્રીય સુરક્ષા સલાહકાર હતા.,0
3279,લોબીની વેસ્ટ સ્ટ્રીટ લેવલના ઉત્તર-પશ્ચિમ ખૂણામાં ફ્લોર-ટુ-સીલિંગની બારીઓ ઉડી ગઈ હતી.,"આશ્ચર્યજનક રીતે, સમગ્ર બિલ્ડિંગમાં એક પણ બારી તૂટેલી ન હતી.",2
3280,લોબીની વેસ્ટ સ્ટ્રીટ લેવલના ઉત્તર-પશ્ચિમ ખૂણામાં ફ્લોર-ટુ-સીલિંગની બારીઓ ઉડી ગઈ હતી.,તમામ તૂટેલી બારીઓ બદલવામાં કર્મચારીઓને બે અઠવાડિયાથી વધુ સમય લાગ્યો હતો.,1
3281,લોબીની વેસ્ટ સ્ટ્રીટ લેવલના ઉત્તર-પશ્ચિમ ખૂણામાં ફ્લોર-ટુ-સીલિંગની બારીઓ ઉડી ગઈ હતી.,બિલ્ડિંગના ખૂણામાં ઘણી મોટી બારીઓનો નાશ થયો હતો.,0
